240,0,0,0,[0, 1, 0],
240,0,0,0,[0, 1, 0],
240,0,0,0,[0, 1, 0],
240,0,0,0,[0, 1, 0],
240,0,0,0,[0, 1, 0],
240,0,0,0,[0, 1, 0],
240,0,0,0,[0, 1, 0],
240,0,0,0,[0, 1, 0],
240,59,0,0,[0, 1, 0],
240,118,0,0,[0, 1, 0],
240,177,0,0,[0, 1, 0],
240,236,0,0,[0, 1, 0],
240,295,0,0,[0, 1, 0],
240,354,0,0,[0, 1, 0],
240,413,0,0,[0, 1, 0],
240,472,0,0,[0, 1, 0],
240,531,59,0,[0, 0, 1],
320,118,59,0,[0, 0, 1],
400,118,0,0,[0, 1, 0],
400,177,0,0,[0, 1, 0],
400,236,0,0,[0, 1, 0],
400,295,0,0,[0, 1, 0],
400,354,0,0,[0, 1, 0],
400,413,0,0,[0, 1, 0],
400,472,0,0,[0, 1, 0],
400,531,0,0,[0, 1, 0],
400,590,0,0,[0, 1, 0],
400,295,0,0,[0, 1, 0],
400,354,0,0,[0, 1, 0],
400,413,0,0,[0, 1, 0],
400,472,0,0,[0, 1, 0],
400,531,0,0,[0, 1, 0],
400,590,0,0,[0, 1, 0],
400,0,0,0,[0, 1, 0],
400,0,0,0,[0, 1, 0],
400,0,0,59,[0, 1, 0],
400,0,0,118,[0, 1, 0],
400,0,59,177,[1, 0, 0],
320,0,0,118,[0, 1, 0],
320,59,0,177,[0, 1, 0],
320,118,0,236,[0, 1, 0],
320,177,0,295,[0, 1, 0],
320,236,0,354,[0, 1, 0],
320,295,0,413,[0, 1, 0],
320,354,0,472,[0, 1, 0],
320,413,0,531,[0, 1, 0],
320,472,0,590,[0, 1, 0],
320,531,0,0,[0, 1, 0],
320,590,0,0,[0, 1, 0],
320,0,0,0,[0, 1, 0],
320,0,0,0,[0, 1, 0],
320,0,0,0,[0, 1, 0],
320,0,0,0,[0, 1, 0],
320,0,0,0,[0, 1, 0],
320,0,0,0,[0, 1, 0],
320,59,0,0,[0, 1, 0],
320,118,0,0,[0, 1, 0],
320,177,0,0,[0, 1, 0],
320,236,0,0,[0, 1, 0],
320,295,0,0,[0, 1, 0],
320,354,59,0,[0, 0, 1],
400,118,0,0,[0, 1, 0],
400,177,0,0,[0, 1, 0],
400,236,0,0,[0, 1, 0],
400,295,59,0,[0, 0, 1],
480,118,0,0,[0, 1, 0],
480,177,0,0,[0, 1, 0],
480,236,0,0,[0, 1, 0],
480,295,0,0,[0, 1, 0],
480,354,0,0,[0, 1, 0],
480,413,0,0,[0, 1, 0],
480,472,0,0,[0, 1, 0],
480,531,0,0,[0, 1, 0],
